| trip_id | arrival_time | departure_time | stop_id | stop_sequence |
| 35      | 05:53:38     | 05:53:38       | 951     | 27            |
| 35      | 05:55:05     | 05:55:05       | 924     | 28            |
| 35      | 05:55:41     | 05:55:41       | 915     | 29            |
| 35      | 05:56:44     | 05:56:44       | 896     | 30            |
| 35      | 05:57:30     | 05:57:30       | 882     | 31            |
| 35      | 05:58:03     | 05:58:03       | 872     | 32            |
| 35      | 05:58:36     | 05:58:36       | 857     | 33            |
| 35      | 05:59:41     | 05:59:41       | 844     | 34            |
| 35      | 06:00:15     | 06:00:15       | 838     | 35            |
| 35      | 06:00:55     | 06:00:55       | 829     | 36            |
| 35      | 06:01:49     | 06:01:49       | 802     | 37            |
| 35      | 06:02:19     | 06:02:19       | 790     | 38            |
| 35      | 06:03:29     | 06:03:29       | 794     | 39            |
| 35      | 06:05:04     | 06:05:04       | 815     | 40            |
| 35      | 06:05:30     | 06:05:30       | 812     | 41            |
| 35      | 06:06:05     | 06:06:05       | 809     | 42            |
| 35      | 06:06:20     | 06:06:20       | 807     | 43            |
| 35      | 06:07:34     | 06:07:34       | 804     | 44            |
| 35      | 06:08:32     | 06:08:32       | 799     | 45            |
| 35      | 06:09:37     | 06:09:37       | 787     | 46            |
| 35      | 06:10:37     | 06:10:37       | 776     | 47            |
| 35      | 06:10:53     | 06:10:53       | 762     | 48            |
| 35      | 06:11:28     | 06:11:28       | 740     | 49            |
| 35      | 06:12:32     | 06:12:32       | 727     | 50            |
| 35      | 06:13:13     | 06:13:13       | 738     | 51            |
| 35      | 06:13:42     | 06:13:42       | 746     | 52            |
| 35      | 06:14:07     | 06:14:07       | 753     | 53            |
| 35      | 06:14:44     | 06:14:44       | 768     | 54            |
| 35      | 06:15:22     | 06:15:22       | 770     | 55            |
| 35      | 06:16:14     | 06:16:14       | 761     | 56            |
| 35      | 06:18:39     | 06:18:39       | 750     | 57            |

**Sede da Agência Reguladora do Estado do Ceará**
Av. General Afonso Albuquerque Lima, S/N – Cambeba

| trip_id | arrival_time | departure_time | stop_id | stop_sequence |
|---------|--------------|----------------|---------|---------------|
| 35      | 06:20:28     | 06:20:28       | 745     | 59            |
| 35      | 06:20:59     | 06:20:59       | 739     | 60            |
| 35      | 06:21:27     | 06:21:27       | 711     | 61            |
| 35      | 06:21:54     | 06:21:54       | 693     | 62            |
| 35      | 06:22:45     | 06:22:45       | 680     | 63            |
| 35      | 06:23:29     | 06:23:29       | 690     | 64            |
| 35      | 06:24:40     | 06:24:40       | 706     | 65            |
| 35      | 06:25:44     | 06:25:44       | 729     | 66            |
| 35      | 06:27:11     | 06:27:11       | 791     | 67            |
| 35      | 06:28:30     | 06:28:30       | 825     | 68            |
| 35      | 06:28:34     | 06:28:34       | 826     | 69            |
| 36      | 05:50:00     | 05:50:00       | 612     | 1             |
| 36      | 05:51:25     | 05:51:25       | 670     | 2             |
| 36      | 05:52:15     | 05:52:15       | 676     | 3             |
| 36      | 05:53:21     | 05:53:21       | 698     | 4             |
| 36      | 05:55:15     | 05:55:15       | 724     | 5             |
| 36      | 05:56:58     | 05:56:58       | 763     | 6             |
| 36      | 05:58:09     | 05:58:09       | 783     | 7             |
| 36      | 05:59:45     | 05:59:45       | 811     | 8             |
| 36      | 06:00:59     | 06:00:59       | 831     | 9             |
| 36      | 06:02:23     | 06:02:23       | 836     | 10            |
| 36      | 06:03:06     | 06:03:06       | 842     | 11            |
| 36      | 06:04:01     | 06:04:01       | 848     | 12            |
| 36      | 06:05:06     | 06:05:06       | 856     | 13            |
| 36      | 06:05:42     | 06:05:42       | 861     | 14            |
| 36      | 06:07:07     | 06:07:07       | 883     | 15            |
| 36      | 06:07:56     | 06:07:56       | 890     | 16            |
| 36      | 06:09:12     | 06:09:12       | 911     | 17            |
| 36      | 06:11:37     | 06:11:37       | 931     | 18            |
| 36      | 06:12:23     | 06:12:23       | 939     | 19            |
| 36      | 06:12:48     | 06:12:48       | 944     | 20            |
| 36      | 06:13:35     | 06:13:35       | 962     | 21            |
| 36      | 06:14:23     | 06:14:23       | 973     | 22            |
| 36      | 06:15:39     | 06:15:39       | 993     | 23            |
| 36      | 06:16:19     | 06:16:19       | 991     | 24            |
| 36      | 06:17:22     | 06:17:22       | 980     | 25            |
| 36      | 06:18:02     | 06:18:02       | 966     | 26            |
| 36      | 06:18:38     | 06:18:38       | 951     | 27            |
| 36      | 06:20:05     | 06:20:05       | 924     | 28            |
| 36      | 06:20:41     | 06:20:41       | 915     | 29            |
| 36      | 06:21:44     | 06:21:44       | 896     | 30            |
| 36      | 06:22:30     | 06:22:30       | 882     | 31            |
| 36      | 06:23:03     | 06:23:03       | 872     | 32            |
| 36      | 06:23:36     | 06:23:36       | 857     | 33            |
| 36      | 06:24:41     | 06:24:41       | 844     | 34            |
| 36      | 06:25:15     | 06:25:15       | 838     | 35            |
| 36      | 06:25:55     | 06:25:55       | 829     | 36            |
| 36      | 06:26:49     | 06:26:49       | 802     | 37            |
| 36      | 06:27:19     | 06:27:19       | 790     | 38            |
| 36      | 06:28:29     | 06:28:29       | 794     | 39            |
| 36      | 06:30:04     | 06:30:04       | 815     | 40            |
| 36      | 06:30:30     | 06:30:30       | 812     | 41            |
| 36      | 06:31:05     | 06:31:05       | 809     | 42            |
| 36      | 06:31:20     | 06:31:20       | 807     | 43            |
| 36      | 06:32:34     | 06:32:34       | 804     | 44            |
| 36      | 06:33:32     | 06:33:32       | 799     | 45            |
| 36      | 06:34:37     | 06:34:37       | 787     | 46            |
| 36      | 06:35:27     | 06:35:27       | 776     | 47            |
| 36      | 06:35:53     | 06:35:53       | 762     | 48            |
| 36      | 06:36:28     | 06:36:28       | 740     | 49            |
| 36      | 06:37:32     | 06:37:32       | 727     | 50            |
| 36      | 06:38:13     | 06:38:13       | 738     | 51            |
| 36      | 06:38:42     | 06:38:42       | 746     | 52            |
| 36      | 06:39:07     | 06:39:07       | 753     | 53            |
| 36      | 06:39:44     | 06:39:44       | 768     | 54            |
| 36      | 06:40:22     | 06:40:22       | 770     | 55            |
| 36      | 06:41:14     | 06:41:14       | 761     | 56            |
| 36      | 06:43:39     | 06:43:39       | 750     | 57            |
| 36      | 06:43:58     | 06:43:58       | 748     | 58            |
| 36      | 06:45:28     | 06:45:28       | 745     | 59            |
| 36      | 06:45:59     | 06:45:59       | 739     | 60            |
| 36      | 06:46:27     | 06:46:27       | 711     | 61            |

**ARCE**
AGÊNCIA REGULADORA DO SETOR DE TRANSPORTE DO ESTADO DO CEARÁ
AV. General Afonso Albuquerque Lima, S/N – Cambeba
Fortaleza/CE CEP: 60.822-325 * Telefone: 0800.275.3838

| trip_id | arrival_time | departure_time | stop_id | stop_sequence |
|---------|--------------|----------------|---------|---------------|
| 36      | 06:47:45     | 06:47:45       | 680     | 63            |
| 36      | 06:48:29     | 06:48:29       | 690     | 64            |
| 36      | 06:49:40     | 06:49:40       | 706     | 65            |
| 36      | 06:50:44     | 06:50:44       | 729     | 66            |
| 36      | 06:52:11     | 06:52:11       | 791     | 67            |
| 36      | 06:53:30     | 06:53:30       | 825     | 68            |
| 36      | 06:53:34     | 06:53:34       | 826     | 69            |
| 37      | 06:00:00     | 06:00:00       | 612     | 1             |
| 37      | 06:01:25     | 06:01:25       | 670     | 2             |
| 37      | 06:02:15     | 06:02:15       | 676     | 3             |
| 37      | 06:03:21     | 06:03:21       | 698     | 4             |
| 37      | 06:05:15     | 06:05:15       | 724     | 5             |
| 37      | 06:06:58     | 06:06:58       | 763     | 6             |
| 37      | 06:08:09     | 06:08:09       | 783     | 7             |
| 37      | 06:09:45     | 06:09:45       | 811     | 8             |
| 37      | 06:10:59     | 06:10:59       | 831     | 9             |
| 37      | 06:12:23     | 06:12:23       | 836     | 10            |
| 37      | 06:13:06     | 06:13:06       | 842     | 11            |
| 37      | 06:14:01     | 06:14:01       | 848     | 12            |
| 37      | 06:15:06     | 06:15:06       | 856     | 13            |
| 37      | 06:15:42     | 06:15:42       | 861     | 14            |
| 37      | 06:17:07     | 06:17:07       | 883     | 15            |
| 37      | 06:17:56     | 06:17:56       | 890     | 16            |
| 37      | 06:19:12     | 06:19:12       | 911     | 17            |
| 37      | 06:21:37     | 06:21:37       | 931     | 18            |
| 37      | 06:22:23     | 06:22:23       | 939     | 19            |
| 37      | 06:22:48     | 06:22:48       | 944     | 20            |
| 37      | 06:23:35     | 06:23:35       | 962     | 21            |
| 37      | 06:24:23     | 06:24:23       | 973     | 22            |
| 37      | 06:25:39     | 06:25:39       | 993     | 23            |
| 37      | 06:26:19     | 06:26:19       | 991     | 24            |
| 37      | 06:27:22     | 06:27:22       | 980     | 25            |
| 37      | 06:28:03     | 06:28:03       | 966     | 26            |
| 37      | 06:28:38     | 06:28:38       | 951     | 27            |
| 37      | 06:30:05     | 06:30:05       | 924     | 28            |
| 37      | 06:30:41     | 06:30:41       | 915     | 29            |
| 37      | 06:31:44     | 06:31:44       | 896     | 30            |
| 37      | 06:32:30     | 06:32:30       | 882     | 31            |
| 37      | 06:33:03     | 06:33:03       | 872     | 32            |
| 37      | 06:33:36     | 06:33:36       | 857     | 33            |
| 37      | 06:34:41     | 06:34:41       | 844     | 34            |
| 37      | 06:35:15     | 06:35:15       | 838     | 35            |
| 37      | 06:35:55     | 06:35:55       | 829     | 36            |
| 37      | 06:36:49     | 06:36:49       | 802     | 37            |
| 37      | 06:37:19     | 06:37:19       | 790     | 38            |
| 37      | 06:38:29     | 06:38:29       | 794     | 39            |
| 37      | 06:40:04     | 06:40:04       | 815     | 40            |
| 37      | 06:40:30     | 06:40:30       | 812     | 41            |
| 37      | 06:41:05     | 06:41:05       | 809     | 42            |
| 37      | 06:41:20     | 06:41:20       | 807     | 43            |
| 37      | 06:42:34     | 06:42:34       | 804     | 44            |
| 37      | 06:43:32     | 06:43:32       | 799     | 45            |
| 37      | 06:44:37     | 06:44:37       | 787     | 46            |
| 37      | 06:45:27     | 06:45:27       | 776     | 47            |
| 37      | 06:45:53     | 06:45:53       | 762     | 48            |
| 37      | 06:46:28     | 06:46:28       | 740     | 49            |
| 37      | 06:47:32     | 06:47:32       | 727     | 50            |
| 37      | 06:48:13     | 06:48:13       | 738     | 51            |
| 37      | 06:48:42     | 06:48:42       | 746     | 52            |
| 37      | 06:49:07     | 06:49:07       | 753     | 53            |
| 37      | 06:49:44     | 06:49:44       | 768     | 54            |
| 37      | 06:50:32     | 06:50:32       | 770     | 55            |
| 37      | 06:51:14     | 06:51:14       | 761     | 56            |
| 37      | 06:53:39     | 06:53:39       | 750     | 57            |
| 37      | 06:53:58     | 06:53:58       | 748     | 58            |
| 37      | 06:55:28     | 06:55:28       | 745     | 59            |
| 37      | 06:55:59     | 06:55:59       | 739     | 60            |
| 37      | 06:56:27     | 06:56:27       | 711     | 61            |
| 37      | 06:56:54     | 06:56:54       | 693     | 62            |
| 37      | 06:57:45     | 06:57:45       | 680     | 63            |
| 37      | 06:58:29     | 06:58:29       | 690     | 64            |
| 37      | 06:59:40     | 06:59:40       | 706     | 65            |

**SEDE DA AGÊNCIA REGULADORA DO ESTADO DO CEARÁ**
AV. General Afonso Albuquerque Lima, S/N – Cambeba

| trip_id | arrival_time | departure_time | stop_id | stop_sequence |
|---------|--------------|----------------|---------|---------------|
| 37      | 07:02:11     | 07:02:11       | 791     | 67            |
| 37      | 07:03:30     | 07:03:30       | 825     | 68            |
| 37      | 07:03:34     | 07:03:34       | 826     | 69            |
| 38      | 06:15:00     | 06:15:00       | 612     | 1             |
| 38      | 06:16:25     | 06:16:25       | 670     | 2             |
| 38      | 06:17:15     | 06:17:15       | 676     | 3             |
| 38      | 06:18:21     | 06:18:21       | 698     | 4             |
| 38      | 06:20:15     | 06:20:15       | 724     | 5             |
| 38      | 06:21:38     | 06:21:38       | 763     | 6             |
| 38      | 06:23:09     | 06:23:09       | 783     | 7             |
| 38      | 06:24:45     | 06:24:45       | 811     | 8             |
| 38      | 06:25:59     | 06:25:59       | 831     | 9             |
| 38      | 06:27:23     | 06:27:23       | 836     | 10            |
| 38      | 06:28:06     | 06:28:06       | 842     | 11            |
| 38      | 06:29:01     | 06:29:01       | 848     | 12            |
| 38      | 06:30:06     | 06:30:06       | 856     | 13            |
| 38      | 06:30:42     | 06:30:42       | 861     | 14            |
| 38      | 06:32:07     | 06:32:07       | 883     | 15            |
| 38      | 06:32:56     | 06:32:56       | 890     | 16            |
| 38      | 06:34:12     | 06:34:12       | 911     | 17            |
| 38      | 06:36:37     | 06:36:37       | 931     | 18            |
| 38      | 06:37:23     | 06:37:23       | 939     | 19            |
| 38      | 06:37:48     | 06:37:48       | 944     | 20            |
| 38      | 06:38:35     | 06:38:35       | 962     | 21            |
| 38      | 06:39:23     | 06:39:23       | 973     | 22            |
| 38      | 06:40:39     | 06:40:39       | 993     | 23            |
| 38      | 06:41:19     | 06:41:19       | 991     | 24            |
| 38      | 06:42:22     | 06:42:22       | 980     | 25            |
| 38      | 06:43:03     | 06:43:03       | 966     | 26            |
| 38      | 06:43:38     | 06:43:38       | 951     | 27            |
| 38      | 06:45:05     | 06:45:05       | 924     | 28            |
| 38      | 06:45:41     | 06:45:41       | 915     | 29            |
| 38      | 06:46:44     | 06:46:44       | 896     | 30            |
| 38      | 06:47:30     | 06:47:30       | 882     | 31            |
| 38      | 06:48:03     | 06:48:03       | 872     | 32            |
| 38      | 06:48:36     | 06:48:36       | 857     | 33            |
| 38      | 06:49:17     | 06:49:41       | 844     | 34            |
| 38      | 06:50:15     | 06:50:15       | 828     | 35            |
| 38      | 06:50:55     | 06:50:55       | 829     | 36            |
| 38      | 06:51:49     | 06:51:49       | 802     | 37            |
| 38      | 06:52:19     | 06:52:19       | 790     | 38            |
| 38      | 06:53:29     | 06:53:29       | 794     | 39            |
| 38      | 06:55:04     | 06:55:04       | 815     | 40            |
| 38      | 06:55:30     | 06:55:30       | 812     | 41            |
| 38      | 06:56:05     | 06:56:05       | 809     | 42            |
| 38      | 06:56:20     | 06:56:20       | 807     | 43            |
| 38      | 06:57:34     | 06:57:34       | 804     | 44            |
| 38      | 06:58:32     | 06:58:32       | 799     | 45            |
| 38      | 06:59:37     | 06:59:37       | 787     | 46            |
| 38      | 07:00:27     | 07:00:27       | 776     | 47            |
| 38      | 07:00:53     | 07:00:53       | 762     | 48            |
| 38      | 07:01:28     | 07:01:28       | 740     | 49            |
| 38      | 07:02:32     | 07:02:32       | 727     | 50            |
| 38      | 07:03:13     | 07:03:13       | 738     | 51            |
| 38      | 07:03:42     | 07:03:42       | 746     | 52            |
| 38      | 07:04:07     | 07:04:07       | 753     | 53            |
| 38      | 07:04:44     | 07:04:44       | 768     | 54            |
| 38      | 07:05:22     | 07:05:22       | 770     | 55            |
| 38      | 07:06:14     | 07:06:14       | 761     | 56            |
| 38      | 07:08:39     | 07:08:39       | 750     | 57            |
| 38      | 07:08:58     | 07:08:58       | 748     | 58            |
| 38      | 07:10:26     | 07:10:26       | 745     | 59            |
| 38      | 07:10:59     | 07:10:59       | 739     | 60            |
| 38      | 07:11:27     | 07:11:27       | 711     | 61            |
| 38      | 07:11:54     | 07:11:54       | 693     | 62            |
| 38      | 07:12:45     | 07:12:45       | 680     | 63            |
| 38      | 07:13:29     | 07:13:29       | 690     | 64            |
| 38      | 07:14:40     | 07:14:40       | 706     | 65            |
| 38      | 07:15:44     | 07:15:44       | 729     | 66            |
| 38      | 07:17:11     | 07:17:11       | 791     | 67            |
| 38      | 07:18:30     | 07:18:30       | 825     | 68            |
| 38      | 07:18:34     | 07:18:34       | 826     | 69            |

**SÉRIE DA AGÊNCIA REGULADORA DO ESTADO DO CEARÁ**
AV. General Afonso Albuquerque Lima, S/N – Cambeba
Fortaleza/CE CEP: 60.822-325 * Telefone: 0800.275.3838

| trip_id | arrival_time | departure_time | stop_id | stop_sequence |
|---------|--------------|----------------|---------|---------------|
| 39      | 06:31:25     | 06:31:25       | 670     | 2             |
| 39      | 06:32:15     | 06:32:15       | 676     | 3             |
| 39      | 06:33:21     | 06:33:21       | 698     | 4             |
| 39      | 06:35:15     | 06:35:15       | 724     | 5             |
| 39      | 06:36:58     | 06:36:58       | 763     | 6             |
| 39      | 06:38:09     | 06:38:09       | 783     | 7             |
| 39      | 06:39:45     | 06:39:45       | 811     | 8             |
| 39      | 06:40:59     | 06:40:59       | 831     | 9             |
| 39      | 06:42:35     | 06:42:35       | 836     | 10            |
| 39      | 06:43:06     | 06:43:06       | 842     | 11            |
| 39      | 06:44:01     | 06:44:01       | 848     | 12            |
| 39      | 06:45:06     | 06:45:06       | 856     | 13            |
| 39      | 06:45:42     | 06:45:42       | 861     | 14            |
| 39      | 06:47:07     | 06:47:07       | 883     | 15            |
| 39      | 06:47:56     | 06:47:56       | 890     | 16            |
| 39      | 06:49:12     | 06:49:12       | 911     | 17            |
| 39      | 06:51:37     | 06:51:37       | 931     | 18            |
| 39      | 06:52:23     | 06:52:23       | 939     | 19            |
| 39      | 06:52:48     | 06:52:48       | 944     | 20            |
| 39      | 06:53:35     | 06:53:35       | 962     | 21            |
| 39      | 06:54:23     | 06:54:23       | 973     | 22            |
| 39      | 06:55:39     | 06:55:39       | 993     | 23            |
| 39      | 06:56:19     | 06:56:19       | 991     | 24            |
| 39      | 06:57:22     | 06:57:22       | 980     | 25            |
| 39      | 06:58:03     | 06:58:03       | 966     | 26            |
| 39      | 06:58:38     | 06:58:38       | 951     | 27            |
| 39      | 07:00:05     | 07:00:05       | 924     | 28            |
| 39      | 07:00:41     | 07:00:41       | 915     | 29            |
| 39      | 07:01:44     | 07:01:44       | 896     | 30            |
| 39      | 07:02:30     | 07:02:30       | 882     | 31            |
| 39      | 07:03:03     | 07:03:03       | 872     | 32            |
| 39      | 07:03:36     | 07:03:36       | 857     | 33            |
| 39      | 07:04:41     | 07:04:41       | 844     | 34            |
| 39      | 07:05:15     | 07:05:15       | 838     | 35            |
| 39      | 07:05:55     | 07:05:55       | 829     | 36            |
| 39      | 07:06:39     | 07:06:49       | 802     | 37            |
| 39      | 07:07:19     | 07:07:19       | 790     | 38            |
| 39      | 07:08:29     | 07:08:29       | 794     | 39            |
| 39      | 07:10:04     | 07:10:04       | 815     | 40            |
| 39      | 07:10:30     | 07:10:30       | 812     | 41            |
| 39      | 07:11:05     | 07:11:05       | 809     | 42            |
| 39      | 07:11:20     | 07:11:20       | 807     | 43            |
| 39      | 07:12:34     | 07:12:34       | 804     | 44            |
| 39      | 07:13:32     | 07:13:32       | 799     | 45            |
| 39      | 07:14:37     | 07:14:37       | 787     | 46            |
| 39      | 07:15:27     | 07:15:27       | 776     | 47            |
| 39      | 07:15:53     | 07:15:53       | 762     | 48            |
| 39      | 07:16:28     | 07:16:28       | 740     | 49            |
| 39      | 07:17:32     | 07:17:32       | 727     | 50            |
| 39      | 07:18:13     | 07:18:13       | 738     | 51            |
| 39      | 07:18:42     | 07:18:42       | 746     | 52            |
| 39      | 07:19:07     | 07:19:07       | 753     | 53            |
| 39      | 07:19:44     | 07:19:44       | 768     | 54            |
| 39      | 07:20:22     | 07:20:22       | 770     | 55            |
| 39      | 07:21:14     | 07:21:14       | 761     | 56            |
| 39      | 07:23:39     | 07:23:39       | 750     | 57            |
| 39      | 07:23:58     | 07:23:58       | 748     | 58            |
| 39      | 07:25:28     | 07:25:28       | 745     | 59            |
| 39      | 07:25:59     | 07:25:59       | 739     | 60            |
| 39      | 07:26:27     | 07:26:27       | 711     | 61            |
| 39      | 07:26:54     | 07:26:54       | 693     | 62            |
| 39      | 07:27:45     | 07:27:45       | 680     | 63            |
| 39      | 07:28:29     | 07:28:29       | 690     | 64            |
| 39      | 07:29:40     | 07:29:40       | 706     | 65            |
| 39      | 07:30:44     | 07:30:44       | 729     | 66            |
| 39      | 07:32:11     | 07:32:11       | 791     | 67            |
| 39      | 07:33:30     | 07:33:30       | 825     | 68            |
| 39      | 07:33:34     | 07:33:34       | 826     | 69            |
| 40      | 06:40:00     | 06:40:00       | 612     | 1             |
| 40      | 06:41:25     | 06:41:25       | 670     | 2             |
| 40      | 06:42:15     | 06:42:15       | 676     | 3             |
| 40      | 06:43:21     | 06:43:21       | 698     | 4             |

**ARCE**
SEDIA DA AGÊNCIA REGULADORA DO ESTADO DO CEARÁ
AV. General Afonso Albuquerque Lima, S/N – Cambeba

| trip_id | arrival_time | departure_time | stop_id | stop_sequence |
|---------|--------------|----------------|---------|---------------|
| 40      | 06:46:58     | 06:46:58       | 763     | 6             |
| 40      | 06:48:09     | 06:48:09       | 783     | 7             |
| 40      | 06:49:45     | 06:49:45       | 811     | 8             |
| 40      | 06:50:59     | 06:50:59       | 831     | 9             |
| 40      | 06:52:23     | 06:52:23       | 836     | 10            |
| 40      | 06:53:06     | 06:53:06       | 842     | 11            |
| 40      | 06:54:01     | 06:54:01       | 848     | 12            |
| 40      | 06:55:06     | 06:55:06       | 856     | 13            |
| 40      | 06:56:12     | 06:56:12       | 861     | 14            |
| 40      | 06:57:07     | 06:57:07       | 883     | 15            |
| 40      | 06:57:56     | 06:57:56       | 890     | 16            |
| 40      | 06:59:12     | 06:59:12       | 911     | 17            |
| 40      | 07:01:37     | 07:01:37       | 931     | 18            |
| 40      | 07:02:23     | 07:02:23       | 939     | 19            |
| 40      | 07:02:48     | 07:02:48       | 944     | 20            |
| 40      | 07:03:35     | 07:03:35       | 962     | 21            |
| 40      | 07:04:23     | 07:04:23       | 973     | 22            |
| 40      | 07:05:39     | 07:05:39       | 993     | 23            |
| 40      | 07:06:19     | 07:06:19       | 991     | 24            |
| 40      | 07:07:22     | 07:07:22       | 980     | 25            |
| 40      | 07:08:03     | 07:08:03       | 966     | 26            |
| 40      | 07:08:38     | 07:08:38       | 951     | 27            |
| 40      | 07:10:05     | 07:10:05       | 924     | 28            |
| 40      | 07:10:41     | 07:10:41       | 915     | 29            |
| 40      | 07:11:44     | 07:11:44       | 896     | 30            |
| 40      | 07:12:30     | 07:12:30       | 882     | 31            |
| 40      | 07:13:03     | 07:13:03       | 872     | 32            |
| 40      | 07:13:36     | 07:13:36       | 857     | 33            |
| 40      | 07:14:41     | 07:14:41       | 844     | 34            |
| 40      | 07:15:15     | 07:15:15       | 838     | 35            |
| 40      | 07:15:55     | 07:15:55       | 829     | 36            |
| 40      | 07:16:49     | 07:16:49       | 802     | 37            |
| 40      | 07:17:19     | 07:17:19       | 790     | 38            |
| 40      | 07:18:29     | 07:18:29       | 794     | 39            |
| 40      | 07:20:04     | 07:20:04       | 815     | 40            |
| 40      | 07:20:30     | 07:20:30       | 812     | 41            |
| 40      | 07:21:05     | 07:21:05       | 809     | 42            |
| 40      | 07:21:20     | 07:21:20       | 807     | 43            |
| 40      | 07:22:34     | 07:22:34       | 804     | 44            |
| 40      | 07:23:32     | 07:23:32       | 799     | 45            |
| 40      | 07:24:37     | 07:24:37       | 787     | 46            |
| 40      | 07:25:27     | 07:25:27       | 776     | 47            |
| 40      | 07:25:53     | 07:25:53       | 762     | 48            |
| 40      | 07:26:28     | 07:26:28       | 740     | 49            |
| 40      | 07:27:32     | 07:27:32       | 727     | 50            |
| 40      | 07:28:13     | 07:28:13       | 738     | 51            |
| 40      | 07:28:42     | 07:28:42       | 746     | 52            |
| 40      | 07:29:07     | 07:29:07       | 753     | 53            |
| 40      | 07:29:44     | 07:29:44       | 768     | 54            |
| 40      | 07:30:22     | 07:30:22       | 770     | 55            |
| 40      | 07:31:14     | 07:31:14       | 761     | 56            |
| 40      | 07:33:39     | 07:33:39       | 750     | 57            |
| 40      | 07:33:58     | 07:33:58       | 748     | 58            |
| 40      | 07:35:28     | 07:35:28       | 745     | 59            |
| 40      | 07:35:59     | 07:35:59       | 739     | 60            |
| 40      | 07:36:27     | 07:36:27       | 711     | 61            |
| 40      | 07:36:54     | 07:36:54       | 693     | 62            |
| 40      | 07:37:45     | 07:37:45       | 680     | 63            |
| 40      | 07:38:29     | 07:38:29       | 690     | 64            |
| 40      | 07:39:40     | 07:39:40       | 706     | 65            |
| 40      | 07:40:44     | 07:40:44       | 729     | 66            |
| 40      | 07:41:11     | 07:41:11       | 791     | 67            |
| 40      | 07:43:30     | 07:43:30       | 825     | 68            |
| 40      | 07:43:34     | 07:43:34       | 826     | 69            |
| 41      | 07:10:00     | 07:10:00       | 612     | 1             |
| 41      | 07:11:25     | 07:11:25       | 670     | 2             |
| 41      | 07:12:15     | 07:12:15       | 676     | 3             |
| 41      | 07:13:21     | 07:13:21       | 698     | 4             |
| 41      | 07:15:15     | 07:15:15       | 724     | 5             |
| 41      | 07:16:58     | 07:16:58       | 763     | 6             |
| 41      | 07:18:09     | 07:18:09       | 783     | 7             |
| 41      | 07:19:45     | 07:19:45       | 811     | 8             |

**SEDE DA AGÊNCIA REGULADORA DO ESTADO DO CEARÁ**
AV. General Afonso Albuquerque Lima, S/N – Cambeba
Fortaleza/CE CEP: 60.822-325 * Telefone: 0800.275.3838

| trip_id | arrival_time | departure_time | stop_id | stop_sequence |
|---------|--------------|----------------|---------|---------------|
| 41      | 07:22:23     | 07:22:23       | 836     | 10            |
| 41      | 07:23:06     | 07:23:06       | 842     | 11            |
| 41      | 07:24:01     | 07:24:01       | 848     | 12            |
| 41      | 07:25:06     | 07:25:06       | 856     | 13            |
| 41      | 07:25:42     | 07:25:42       | 861     | 14            |
| 41      | 07:27:07     | 07:27:07       | 883     | 15            |
| 41      | 07:27:56     | 07:27:56       | 890     | 16            |
| 41      | 07:29:12     | 07:29:12       | 911     | 17            |
| 41      | 07:31:07     | 07:31:13       | 931     | 18            |
| 41      | 07:32:23     | 07:32:23       | 939     | 19            |
| 41      | 07:32:48     | 07:32:48       | 944     | 20            |
| 41      | 07:33:35     | 07:33:35       | 962     | 21            |
| 41      | 07:34:23     | 07:34:23       | 973     | 22            |
| 41      | 07:35:39     | 07:35:39       | 993     | 23            |
| 41      | 07:36:19     | 07:36:19       | 991     | 24            |
| 41      | 07:37:22     | 07:37:22       | 980     | 25            |
| 41      | 07:38:03     | 07:38:03       | 966     | 26            |
| 41      | 07:38:38     | 07:38:38       | 951     | 27            |
| 41      | 07:40:05     | 07:40:05       | 924     | 28            |
| 41      | 07:40:41     | 07:40:41       | 915     | 29            |
| 41      | 07:41:44     | 07:41:44       | 896     | 30            |
| 41      | 07:42:30     | 07:42:30       | 882     | 31            |
| 41      | 07:43:03     | 07:43:03       | 872     | 32            |
| 41      | 07:43:36     | 07:43:36       | 857     | 33            |
| 41      | 07:44:41     | 07:44:41       | 844     | 34            |
| 41      | 07:45:15     | 07:45:15       | 838     | 35            |
| 41      | 07:45:55     | 07:45:55       | 829     | 36            |
| 41      | 07:46:49     | 07:46:49       | 802     | 37            |
| 41      | 07:47:19     | 07:47:19       | 790     | 38            |
| 41      | 07:48:29     | 07:48:29       | 794     | 39            |
| 41      | 07:50:04     | 07:50:04       | 815     | 40            |
| 41      | 07:50:30     | 07:50:30       | 812     | 41            |
| 41      | 07:51:05     | 07:51:05       | 809     | 42            |
| 41      | 07:51:20     | 07:51:20       | 807     | 43            |
| 41      | 07:52:34     | 07:52:34       | 804     | 44            |
| 41      | 07:53:33     | 07:53:32       | 799     | 45            |
| 41      | 07:54:37     | 07:54:37       | 787     | 46            |
| 41      | 07:55:27     | 07:55:27       | 776     | 47            |
| 41      | 07:55:53     | 07:55:53       | 762     | 48            |
| 41      | 07:56:28     | 07:56:28       | 740     | 49            |
| 41      | 07:57:32     | 07:57:32       | 727     | 50            |
| 41      | 07:58:13     | 07:58:13       | 738     | 51            |
| 41      | 07:58:42     | 07:58:42       | 746     | 52            |
| 41      | 07:59:07     | 07:59:07       | 753     | 53            |
| 41      | 07:59:44     | 07:59:44       | 768     | 54            |
| 41      | 08:00:22     | 08:00:22       | 770     | 55            |
| 41      | 08:01:14     | 08:01:14       | 761     | 56            |
